partition	protID	trimmedLength	trimmedPercent	span	spanLength	spanPercent	refProtLength
Homo_376494-376642	sp|Q8WUD4|CCD12_HUMAN	76	0.458	(4, 89)	85	0.512	166
Homo_193656-193911	sp|O95159|ZFPL1_HUMAN	151	0.487	(0, 177)	177	0.571	310
Homo_289554-289874	sp|Q06609|RAD51_HUMAN	310	0.914	(16, 339)	323	0.953	339
Homo_238255-238708	sp|Q15650|TRIP4_HUMAN	51	0.088	(311, 581)	270	0.465	581
Homo_256631-256821	sp|Q9NWU5|RM22_HUMAN	187	0.908	(15, 206)	191	0.927	206
Homo_49606-49909	sp|O95620|DUS4L_HUMAN	303	0.956	(13, 317)	304	0.959	317
Homo_266555-266670	sp|Q13795|ARFRP_HUMAN	116	0.577	(0, 116)	116	0.577	201
Homo_287484-287687	sp|Q5HYI8|RABL3_HUMAN	204	0.864	(2, 218)	216	0.915	236
Homo_113306-113639	sp|O94762|RECQ5_HUMAN	334	0.337	(15, 408)	393	0.397	991
Homo_128607-128818	sp|O14530|TXND9_HUMAN	126	0.558	(9, 135)	126	0.558	226
Homo_349482-349612	sp|Q9BTT4|MED10_HUMAN	131	0.970	(0, 131)	131	0.970	135
Homo_242882-243168	sp|Q9H1A3|METL9_HUMAN	121	0.381	(74, 268)	194	0.610	318
Homo_7001-7166	sp|Q9BT30|ALKB7_HUMAN	166	0.751	(34, 206)	172	0.778	221
Homo_184539-185096	sp|Q8WTT2|NOC3L_HUMAN	558	0.698	(126, 800)	674	0.843	800
Homo_128819-129482	sp|Q08AM6|VAC14_HUMAN	199	0.254	(568, 771)	203	0.260	782
Homo_304771-305053	sp|Q9H1D9|RPC6_HUMAN	282	0.892	(13, 315)	302	0.956	316
Homo_86338-86735	sp|Q5JVF3|PCID2_HUMAN	396	0.992	(0, 399)	399	1.000	399
Homo_121523-122225	sp|Q8IWZ6|BBS7_HUMAN	660	0.923	(0, 672)	672	0.940	715
Homo_175072-175242	sp|P08621|RU17_HUMAN	171	0.391	(0, 190)	190	0.435	437
Homo_171198-171412	sp|Q8NFH5|NUP53_HUMAN	39	0.120	(17, 93)	76	0.233	326
Homo_7971-8126	sp|Q7Z7H8|RM10_HUMAN	156	0.598	(80, 239)	159	0.609	261
Homo_149686-149958	sp|O43709|BUD23_HUMAN	124	0.441	(121, 266)	145	0.516	281
Homo_75295-76002	sp|Q13724|MOGS_HUMAN	455	0.544	(106, 598)	492	0.588	837
Homo_143757-143879	sp|P25398|RS12_HUMAN	123	0.932	(7, 130)	123	0.932	132
Homo_39187-39499	sp|Q9H4P4|RNF41_HUMAN	130	0.410	(71, 201)	130	0.410	317
Homo_312833-313302	sp|Q7Z7B1|PIGW_HUMAN	466	0.925	(0, 504)	504	1.000	504
Homo_250214-250739	sp|P78371|TCPB_HUMAN	526	0.983	(5, 533)	528	0.987	535
Homo_2963-3507	sp|P08243|ASNS_HUMAN	119	0.212	(0, 119)	119	0.212	561
Homo_201226-201486	sp|O60725|ICMT_HUMAN	261	0.919	(9, 284)	275	0.968	284
Homo_351677-351791	sp|O14737|PDCD5_HUMAN	112	0.896	(1, 119)	118	0.944	125
Homo_155602-155809	sp|Q9UI43|MRM2_HUMAN	208	0.846	(26, 239)	213	0.866	246
Homo_233114-233536	sp|O43818|U3IP2_HUMAN	423	0.891	(40, 470)	430	0.905	475
Homo_4851-5067	sp|Q969J3|BORC5_HUMAN	175	0.893	(19, 195)	176	0.898	196
Homo_325679-326003	sp|Q9UBS4|DJB11_HUMAN	153	0.427	(200, 353)	153	0.427	358
Homo_13626-13758	sp|Q03111|ENL_HUMAN	133	0.238	(5, 143)	138	0.247	559
Homo_194168-194429	sp|Q8NAV1|PR38A_HUMAN	262	0.840	(0, 286)	286	0.917	312
Homo_247156-247537	sp|Q9NW64|RBM22_HUMAN	333	0.793	(0, 416)	416	0.990	420
Homo_347174-347502	sp|Q8NFH3|NUP43_HUMAN	329	0.866	(0, 379)	379	0.997	380
Homo_214206-214410	sp|Q9P013|CWC15_HUMAN	205	0.895	(1, 229)	228	0.996	229
Homo_362393-362695	sp|O00623|PEX12_HUMAN	270	0.752	(2, 359)	357	0.994	359
Homo_350832-350946	sp|P17568|NDUB7_HUMAN	115	0.839	(1, 119)	118	0.861	137
Homo_188843-189230	sp|Q9GZN1|ARP6_HUMAN	308	0.778	(82, 396)	314	0.793	396
Homo_254320-254575	sp|Q9BY42|RTF2_HUMAN	195	0.637	(0, 306)	306	1.000	306
Homo_211539-211864	sp|O43681|ASNA_HUMAN	326	0.937	(18, 344)	326	0.937	348
Homo_285601-286323	sp|Q9NVE7|PANK4_HUMAN	684	0.885	(25, 773)	748	0.968	773
Homo_326567-326830	sp|Q96FZ2|HMCES_HUMAN	161	0.455	(1, 273)	272	0.768	354
Homo_243954-244356	sp|Q9H1K0|RBNS5_HUMAN	150	0.191	(256, 716)	460	0.587	784
Homo_136295-136706	sp|Q05048|CSTF1_HUMAN	334	0.775	(3, 345)	342	0.794	431
Homo_292124-292576	sp|Q9NXZ2|DDX43_HUMAN	453	0.699	(169, 625)	456	0.704	648
Homo_38784-39186	sp|Q9NZC7|WWOX_HUMAN	403	0.973	(8, 413)	405	0.978	414
Homo_270724-271002	sp|Q9BYG3|MK67I_HUMAN	197	0.672	(0, 293)	293	1.000	293
Homo_183407-183540	sp|P61353|RL27_HUMAN	134	0.985	(0, 136)	136	1.000	136
Homo_158113-158347	sp|P09661|RU2A_HUMAN	76	0.298	(160, 237)	77	0.302	255
Homo_133649-134006	sp|Q9Y617|SERC_HUMAN	189	0.511	(176, 369)	193	0.522	370
Homo_356367-356587	sp|Q13084|RM28_HUMAN	168	0.656	(20, 194)	174	0.680	256
Homo_50303-50693	sp|O75600|KBL_HUMAN	391	0.933	(26, 418)	392	0.936	419
Homo_372477-372732	sp|Q9Y5Y2|NUBP2_HUMAN	144	0.531	(60, 204)	144	0.531	271
Homo_202268-202517	sp|Q9UKZ1|CNO11_HUMAN	126	0.247	(321, 465)	144	0.282	510
Homo_194596-194981	sp|Q13895|BYST_HUMAN	146	0.330	(1, 441)	440	0.993	443
Homo_303599-303833	sp|O95336|6PGL_HUMAN	235	0.911	(5, 248)	243	0.942	258
Homo_64773-65271	sp|Q96KR4|LMLN_HUMAN	499	0.723	(93, 640)	547	0.793	690
Homo_377135-377212	sp|P62306|RUXF_HUMAN	75	0.872	(1, 79)	78	0.907	86
Homo_380861-381105	sp|Q96BZ8|LENG1_HUMAN	242	0.917	(0, 256)	256	0.970	264
Homo_341331-341543	sp|Q8WZ82|OVCA2_HUMAN	213	0.938	(1, 226)	225	0.991	227
Homo_182475-183406	sp|P51530|DNA2_HUMAN	716	0.675	(34, 1041)	1007	0.950	1060
Homo_14586-14685	sp|Q9NZ42|PEN2_HUMAN	98	0.970	(0, 99)	99	0.980	101
Homo_16892-17397	sp|Q6P3S6|FBX42_HUMAN	502	0.700	(42, 717)	675	0.941	717
Homo_180422-180731	sp|Q8WWL7|CCNB3_HUMAN	241	0.173	(24, 1380)	1356	0.972	1395
Homo_195812-196081	sp|O43396|TXNL1_HUMAN	153	0.529	(123, 280)	157	0.543	289
Homo_221308-221775	sp|Q96NY9|MUS81_HUMAN	389	0.706	(75, 547)	472	0.857	551
Homo_68359-68862	sp|P18887|XRCC1_HUMAN	344	0.543	(0, 633)	633	1.000	633
Homo_329229-330018	sp|Q8IY37|DHX37_HUMAN	786	0.679	(248, 1157)	909	0.786	1157
Homo_293119-293463	sp|P82933|RT09_HUMAN	345	0.871	(44, 396)	352	0.889	396
Homo_306671-307008	sp|O00311|CDC7_HUMAN	338	0.589	(39, 571)	532	0.927	574
Homo_237921-238254	sp|Q12972|PP1R8_HUMAN	201	0.573	(143, 351)	208	0.593	351
Homo_270070-270174	sp|P62854|RS26_HUMAN	105	0.913	(2, 111)	109	0.948	115
Homo_374750-374911	sp|Q9NWV4|CA123_HUMAN	127	0.756	(1, 168)	167	0.994	168
Homo_12076-12190	sp|Q6GMV3|PTRD1_HUMAN	115	0.821	(22, 140)	118	0.843	140
Homo_44929-45845	sp|Q9NSE4|SYIM_HUMAN	911	0.900	(53, 1008)	955	0.944	1012
Homo_197131-197648	sp|Q13042|CDC16_HUMAN	518	0.835	(0, 541)	541	0.873	620
Homo_364230-364848	sp|Q9Y5B0|CTDP1_HUMAN	539	0.561	(19, 961)	942	0.980	961
Homo_326831-327204	sp|Q9H3S5|PIGM_HUMAN	373	0.882	(15, 406)	391	0.924	423
Homo_299461-299913	sp|O43462|MBTP2_HUMAN	453	0.873	(3, 517)	514	0.990	519
Homo_365456-365960	sp|O75529|TAF5L_HUMAN	504	0.856	(0, 548)	548	0.930	589
Homo_248824-249461	sp|Q8N6R0|MET13_HUMAN	496	0.710	(0, 695)	695	0.994	699
Homo_167028-167281	sp|Q14C86|GAPD1_HUMAN	137	0.093	(138, 348)	210	0.142	1478
Homo_300628-300886	sp|P40855|PEX19_HUMAN	258	0.863	(11, 299)	288	0.963	299
Homo_183541-183734	sp|Q9BW85|CCD94_HUMAN	194	0.601	(0, 196)	196	0.607	323
Homo_298058-298223	sp|P51571|SSRD_HUMAN	164	0.948	(9, 173)	164	0.948	173
Homo_32528-32945	sp|Q9BQ67|GRWD1_HUMAN	418	0.937	(17, 446)	429	0.962	446
Homo_188492-188842	sp|Q9H974|QTRT2_HUMAN	350	0.843	(0, 391)	391	0.942	415
Homo_321612-321756	sp|P52815|RM12_HUMAN	145	0.732	(44, 198)	154	0.778	198
Homo_42370-42665	sp|Q6P1N9|TATD1_HUMAN	86	0.290	(67, 153)	86	0.290	297
Homo_276529-277061	sp|Q8WX92|NELFB_HUMAN	532	0.917	(1, 559)	558	0.962	580
Homo_140325-140528	sp|Q9H063|MAF1_HUMAN	204	0.797	(0, 207)	207	0.809	256
Homo_147549-147659	sp|Q9GZU8|F192A_HUMAN	111	0.437	(10, 122)	112	0.441	254
Homo_53501-53734	sp|Q9BUN8|DERL1_HUMAN	140	0.558	(1, 250)	249	0.992	251
Homo_33386-33558	sp|O43447|PPIH_HUMAN	96	0.542	(81, 177)	96	0.542	177
Homo_55738-55863	sp|Q16594|TAF9_HUMAN	124	0.470	(10, 134)	124	0.470	264
Homo_63683-63939	sp|P30084|ECHM_HUMAN	257	0.886	(30, 290)	260	0.897	290
Homo_300887-301285	sp|O60826|CCD22_HUMAN	399	0.636	(0, 626)	626	0.998	627
Homo_21702-22079	sp|Q96EE3|SEH1_HUMAN	370	0.974	(0, 380)	380	1.000	380
Homo_47736-48312	sp|Q9BXT6|M10L1_HUMAN	576	0.476	(494, 1179)	685	0.566	1211
Homo_17560-18182	sp|P11021|GRP78_HUMAN	623	0.953	(0, 652)	652	0.997	654
Homo_42666-43144	sp|O95376|ARI2_HUMAN	317	0.643	(175, 493)	318	0.645	493
Homo_186136-186315	sp|Q8IUR0|TPPC5_HUMAN	180	0.957	(4, 184)	180	0.957	188
Homo_19062-19952	sp|Q9Y2L1|RRP44_HUMAN	858	0.896	(0, 936)	936	0.977	958
Homo_162135-162384	sp|Q9H1Y0|ATG5_HUMAN	90	0.327	(0, 275)	275	1.000	275
Homo_377890-378103	sp|Q8IWL3|HSC20_HUMAN	123	0.523	(17, 143)	126	0.536	235
Homo_179688-180208	sp|P50991|TCPD_HUMAN	488	0.905	(20, 539)	519	0.963	539
Homo_198766-198995	sp|Q53HI1|UNC50_HUMAN	89	0.344	(134, 259)	125	0.483	259
Homo_250740-251034	sp|Q9BYD3|RM04_HUMAN	274	0.881	(19, 294)	275	0.884	311
Homo_237745-237920	sp|Q9Y221|NIP7_HUMAN	131	0.728	(1, 179)	178	0.989	180
Homo_200941-201225	sp|P82650|RT22_HUMAN	285	0.792	(68, 359)	291	0.808	360
Homo_382564-383088	sp|Q9BUK6|MSTO1_HUMAN	500	0.877	(3, 565)	562	0.986	570
Homo_290484-291242	sp|P18074|ERCC2_HUMAN	405	0.533	(24, 727)	703	0.925	760
Homo_355908-356033	sp|Q9NQP4|PFD4_HUMAN	126	0.940	(0, 131)	131	0.978	134
Homo_317847-318421	sp|Q8NFJ9|BBS1_HUMAN	429	0.723	(17, 593)	576	0.971	593
Homo_181818-182191	sp|Q7L273|KCTD9_HUMAN	374	0.961	(0, 389)	389	1.000	389
Homo_176793-177372	sp|Q7Z7A4|PXK_HUMAN	497	0.860	(0, 537)	537	0.929	578
Homo_345031-345487	sp|Q6PCD5|RFWD3_HUMAN	453	0.585	(279, 774)	495	0.640	774
Homo_9430-9572	sp|Q13442|HAP28_HUMAN	142	0.785	(4, 168)	164	0.906	181
Homo_259323-259791	sp|Q9NY93|DDX56_HUMAN	354	0.647	(1, 375)	374	0.684	547
Homo_80188-80741	sp|Q02153|GCYB1_HUMAN	554	0.895	(0, 608)	608	0.982	619
Homo_369563-370037	sp|O75879|GATB_HUMAN	474	0.851	(62, 555)	493	0.885	557
Homo_245942-246503	sp|Q9UQ90|SPG7_HUMAN	560	0.704	(145, 760)	615	0.774	795
Homo_99286-99610	sp|O43766|LIAS_HUMAN	282	0.758	(23, 371)	348	0.935	372
Homo_211309-211538	sp|Q9UBP6|TRMB_HUMAN	121	0.434	(15, 279)	264	0.946	279
Homo_222821-223144	sp|P50213|IDH3A_HUMAN	252	0.689	(109, 362)	253	0.691	366
Homo_8753-9036	sp|Q8TBZ6|TM10A_HUMAN	283	0.835	(14, 303)	289	0.853	339
Homo_367705-367879	sp|Q13405|RM49_HUMAN	160	0.964	(5, 165)	160	0.964	166
Homo_371148-372277	sp|Q9H9Y6|RPA2_HUMAN	459	0.404	(641, 1135)	494	0.435	1135
Homo_365961-366226	sp|Q9UGB7|MIOX_HUMAN	198	0.695	(13, 247)	234	0.821	285
Homo_20731-20992	sp|P56962|STX17_HUMAN	256	0.848	(1, 302)	301	0.997	302
Homo_65916-67112	sp|Q9HBG6|IF122_HUMAN	1182	0.952	(0, 1241)	1241	1.000	1241
Homo_91061-91286	sp|Q6ICL3|TNG2_HUMAN	100	0.361	(0, 120)	120	0.433	277
Homo_353024-353222	sp|Q92968|PEX13_HUMAN	199	0.494	(84, 305)	221	0.548	403
Homo_231252-231706	sp|P17405|ASM_HUMAN	398	0.633	(80, 571)	491	0.781	629
Homo_202518-202883	sp|Q92685|ALG3_HUMAN	331	0.756	(0, 421)	421	0.961	438
Homo_281733-281896	sp|P82912|RT11_HUMAN	88	0.451	(0, 195)	195	1.000	195
Homo_146194-146962	sp|Q9Y4C8|RBM19_HUMAN	766	0.798	(0, 928)	928	0.967	960
Homo_319757-319958	sp|Q9H944|MED20_HUMAN	140	0.660	(0, 154)	154	0.726	212
Homo_122226-122831	sp|P54132|BLM_HUMAN	583	0.411	(643, 1285)	642	0.453	1417
Homo_275542-275724	sp|Q14129|DGCR6_HUMAN	113	0.514	(43, 193)	150	0.682	220
Homo_256822-257500	sp|P83436|COG7_HUMAN	82	0.106	(639, 738)	99	0.129	770
Homo_510-1011	sp|Q16401|PSMD5_HUMAN	459	0.911	(0, 504)	504	1.000	504
Homo_26121-26419	sp|Q96EB6|SIR1_HUMAN	179	0.240	(0, 489)	489	0.655	747
Homo_192483-192838	sp|O00442|RTCA_HUMAN	355	0.970	(4, 366)	362	0.989	366
Homo_327205-327342	sp|Q9Y584|TIM22_HUMAN	138	0.711	(50, 194)	144	0.742	194
Homo_181594-181817	sp|Q9H3S4|TPK1_HUMAN	106	0.436	(15, 243)	228	0.938	243
Homo_152774-152974	sp|P50747|BPL1_HUMAN	201	0.277	(495, 724)	229	0.315	726
Homo_249741-249900	sp|Q9Y3C8|UFC1_HUMAN	159	0.952	(3, 162)	159	0.952	167
Homo_357770-358273	sp|Q8NDL9|CBPC5_HUMAN	503	0.568	(0, 619)	619	0.699	886
Homo_318959-319206	sp|P25788|PSA3_HUMAN	243	0.953	(0, 251)	251	0.984	255
Homo_57354-57560	sp|O43708|MAAI_HUMAN	207	0.958	(3, 213)	210	0.972	216
Homo_169396-169960	sp|Q9UI46|DNAI1_HUMAN	178	0.255	(444, 693)	249	0.356	699
Homo_221776-222175	sp|Q9BT04|FUZZY_HUMAN	394	0.943	(7, 418)	411	0.983	418
Homo_12336-12664	sp|P53611|PGTB2_HUMAN	151	0.456	(1, 331)	330	0.997	331
Homo_2739-2962	sp|Q1RMZ1|BMT2_HUMAN	224	0.553	(64, 345)	281	0.694	405
Homo_377213-377302	sp|Q15544|TAF11_HUMAN	90	0.427	(105, 205)	100	0.474	211
Homo_34404-35069	sp|Q92698|RAD54_HUMAN	542	0.726	(180, 740)	560	0.750	747
Homo_7167-7438	sp|Q8NBK3|SUMF1_HUMAN	140	0.374	(90, 369)	279	0.746	374
Homo_32381-32527	sp|Q9Y3B9|RRP15_HUMAN	147	0.521	(86, 267)	181	0.642	282
Homo_361607-361757	sp|Q9H0U6|RM18_HUMAN	151	0.839	(29, 180)	151	0.839	180
Homo_340743-341062	sp|Q96NB2|SFXN2_HUMAN	320	0.994	(2, 322)	320	0.994	322
Homo_119623-120714	sp|Q8TEX9|IPO4_HUMAN	1074	0.994	(1, 1081)	1080	0.999	1081
Homo_210028-210676	sp|Q14746|COG2_HUMAN	649	0.879	(9, 728)	719	0.974	738
Homo_174874-175071	sp|Q9UJA2|CRLS1_HUMAN	198	0.658	(101, 300)	199	0.661	301
Homo_275725-276117	sp|Q9UJA5|TRM6_HUMAN	238	0.479	(170, 459)	289	0.581	497
Homo_73365-73492	sp|Q8N6M9|ZFN2A_HUMAN	128	0.883	(0, 135)	135	0.931	145
Homo_9037-9309	sp|Q15906|VPS72_HUMAN	270	0.742	(7, 323)	316	0.868	364
Homo_339173-339437	sp|Q5T440|CAF17_HUMAN	147	0.413	(193, 355)	162	0.455	356
Homo_356034-356144	sp|P61803|DAD1_HUMAN	111	0.982	(1, 112)	111	0.982	113
Homo_234891-235201	sp|Q9BT17|MTG1_HUMAN	309	0.925	(0, 323)	323	0.967	334
Homo_209291-209688	sp|Q96RK4|BBS4_HUMAN	398	0.767	(25, 430)	405	0.780	519
Homo_1504-1986	sp|P51649|SSDH_HUMAN	455	0.850	(49, 535)	486	0.908	535
Homo_70091-70441	sp|Q9UQ84|EXO1_HUMAN	91	0.108	(2, 135)	133	0.157	846
Homo_196082-196427	sp|Q9H3K2|GHITM_HUMAN	341	0.988	(0, 345)	345	1.000	345
Homo_78354-78776	sp|P26641|EF1G_HUMAN	420	0.961	(0, 437)	437	1.000	437
Homo_384470-384673	sp|Q5BJD5|TM41B_HUMAN	112	0.385	(78, 272)	194	0.667	291
Homo_107440-107576	sp|P46779|RL28_HUMAN	89	0.650	(0, 137)	137	1.000	137
Homo_140529-140936	sp|P17735|ATTY_HUMAN	408	0.899	(33, 444)	411	0.905	454
Homo_330019-330181	sp|Q9NP73|ALG13_HUMAN	159	0.140	(0, 1137)	1137	1.000	1137
Homo_48605-48970	sp|Q86YH6|DLP1_HUMAN	269	0.674	(16, 398)	382	0.957	399
Homo_87809-87935	sp|Q15528|MED22_HUMAN	121	0.605	(7, 136)	129	0.645	200
Homo_289056-289437	sp|Q32P41|TRM5_HUMAN	382	0.750	(71, 474)	403	0.792	509
Homo_344301-345030	sp|Q9Y2X0|MED16_HUMAN	729	0.831	(34, 843)	809	0.922	877
Homo_144719-145100	sp|Q9BWU0|NADAP_HUMAN	382	0.480	(153, 583)	430	0.540	796
Homo_59321-59556	sp|Q99426|TBCB_HUMAN	236	0.967	(1, 244)	243	0.996	244
Homo_105837-106093	sp|Q14331|FRG1_HUMAN	115	0.446	(63, 179)	116	0.450	258
Homo_81951-82255	sp|Q00403|TF2B_HUMAN	211	0.668	(9, 220)	211	0.668	316
Homo_108213-108998	sp|Q5VTH9|WDR78_HUMAN	514	0.606	(254, 835)	581	0.685	848
Homo_319959-320923	sp|Q9P253|VPS18_HUMAN	961	0.988	(0, 973)	973	1.000	973
Homo_377034-377134	sp|Q9Y291|RT33_HUMAN	94	0.887	(10, 104)	94	0.887	106
Homo_327343-327480	sp|Q9Y2R9|RT07_HUMAN	138	0.570	(99, 241)	142	0.587	242
Homo_27226-27868	sp|P49748|ACADV_HUMAN	634	0.968	(20, 655)	635	0.969	655
Homo_279326-279590	sp|Q9Y256|FACE2_HUMAN	244	0.742	(35, 311)	276	0.839	329
Homo_109660-110042	sp|Q9UBR1|BUP1_HUMAN	41	0.107	(1, 384)	383	0.997	384
Homo_368306-368740	sp|Q9UBP0|SPAST_HUMAN	430	0.698	(109, 615)	506	0.821	616
Homo_173160-173784	sp|Q7Z3B4|NUP54_HUMAN	501	0.988	(0, 504)	504	0.994	507
Homo_254812-254921	sp|Q9Y3D3|RT16_HUMAN	110	0.803	(14, 137)	123	0.898	137
Homo_367599-367704	sp|P14927|QCR7_HUMAN	106	0.955	(4, 111)	107	0.964	111
Homo_136707-136980	sp|O15527|OGG1_HUMAN	272	0.788	(23, 317)	294	0.852	345
Homo_240095-240885	sp|O15550|KDM6A_HUMAN	763	0.545	(175, 1401)	1226	0.875	1401
Homo_14686-14915	sp|Q587I9|SFT2C_HUMAN	206	0.958	(0, 215)	215	1.000	215
Homo_19953-20472	sp|Q5SY16|NOL9_HUMAN	513	0.731	(117, 688)	571	0.813	702
Homo_155810-156020	sp|Q9UBQ5|EIF3K_HUMAN	123	0.564	(87, 218)	131	0.601	218
Homo_31839-32111	sp|Q15024|EXOS7_HUMAN	273	0.938	(0, 290)	290	0.997	291
Homo_94504-95528	sp|O95155|UBE4B_HUMAN	1008	0.774	(8, 1301)	1293	0.993	1302
Homo_195151-195411	sp|Q9H9Y2|RPF1_HUMAN	46	0.132	(69, 249)	180	0.516	349
Homo_282575-282726	sp|Q7Z2W9|RM21_HUMAN	120	0.585	(85, 205)	120	0.585	205
Homo_337022-337263	sp|Q5TC12|ATPF1_HUMAN	170	0.518	(129, 316)	187	0.570	328
Homo_265563-265957	sp|Q96DZ1|ERLEC_HUMAN	395	0.818	(38, 482)	444	0.919	483
Homo_84364-84683	sp|Q9NQQ7|S35C2_HUMAN	203	0.556	(0, 336)	336	0.921	365
Homo_282277-282574	sp|Q7L5D6|GET4_HUMAN	298	0.911	(22, 326)	304	0.930	327
Homo_336846-337021	sp|Q8WUK0|PTPM1_HUMAN	176	0.876	(9, 189)	180	0.896	201
Homo_67941-68358	sp|Q9Y276|BCS1_HUMAN	110	0.263	(0, 110)	110	0.263	419
Homo_220570-220763	sp|Q9GZP4|PITH1_HUMAN	97	0.460	(113, 210)	97	0.460	211
Homo_26420-27225	sp|O00462|MANBA_HUMAN	749	0.852	(39, 877)	838	0.953	879
Homo_225990-226385	sp|Q9BTE6|AASD1_HUMAN	227	0.551	(0, 245)	245	0.595	412
Homo_201487-201810	sp|O14717|TRDMT_HUMAN	171	0.437	(21, 294)	273	0.698	391
Homo_154753-155335	sp|Q7Z569|BRAP_HUMAN	328	0.554	(218, 546)	328	0.554	592
Homo_275297-275541	sp|Q9NWX6|THG1_HUMAN	30	0.101	(217, 298)	81	0.272	298
Homo_336241-336368	sp|Q96BK5|PINX1_HUMAN	109	0.332	(32, 243)	211	0.643	328
Homo_281022-281206	sp|Q9Y3B2|EXOS1_HUMAN	162	0.831	(5, 193)	188	0.964	195
Homo_228381-228559	sp|Q16878|CDO1_HUMAN	178	0.890	(6, 187)	181	0.905	200
Homo_263247-263720	sp|Q13112|CAF1B_HUMAN	472	0.844	(0, 498)	498	0.891	559
Homo_97180-97558	sp|Q9BWS9|CHID1_HUMAN	104	0.265	(286, 393)	107	0.272	393
Homo_115067-115540	sp|Q9UJX2|CDC23_HUMAN	474	0.794	(54, 558)	504	0.844	597
Homo_115971-116383	sp|Q6NYC1|JMJD6_HUMAN	335	0.831	(0, 354)	354	0.878	403
Homo_56380-56686	sp|P40926|MDHM_HUMAN	229	0.678	(107, 336)	229	0.678	338
Homo_247840-248050	sp|Q96S44|PRPK_HUMAN	86	0.339	(35, 226)	191	0.752	254
Homo_239034-239229	sp|Q9Y6N1|COX11_HUMAN	150	0.543	(80, 276)	196	0.710	276
Homo_103318-103516	sp|O75489|NDUS3_HUMAN	72	0.273	(0, 264)	264	1.000	264
Homo_79024-79490	sp|P54578|UBP14_HUMAN	466	0.943	(0, 490)	490	0.992	494
Homo_20473-20730	sp|Q96DW6|S2538_HUMAN	258	0.849	(24, 300)	276	0.908	304
Homo_145616-146193	sp|Q9HD45|TM9S3_HUMAN	254	0.431	(44, 298)	254	0.431	589
Homo_306204-306406	sp|P49720|PSB3_HUMAN	203	0.990	(0, 205)	205	1.000	205
Homo_242214-242358	sp|Q9BVG4|PBDC1_HUMAN	145	0.622	(20, 167)	147	0.631	233
Homo_361937-362392	sp|Q9NY61|AATF_HUMAN	455	0.812	(5, 555)	550	0.982	560
Homo_262950-263246	sp|O75716|STK16_HUMAN	265	0.869	(0, 300)	300	0.984	305
Homo_108999-109312	sp|P51665|PSMD7_HUMAN	174	0.537	(2, 177)	175	0.540	324
Homo_247538-247839	sp|Q9UNQ2|DIM1_HUMAN	264	0.843	(0, 313)	313	1.000	313
Homo_196787-197130	sp|Q9H4B0|OSGP2_HUMAN	344	0.831	(24, 388)	364	0.879	414
Homo_324569-325026	sp|Q96EW2|HBAP1_HUMAN	205	0.420	(18, 453)	435	0.891	488
Homo_93417-93861	sp|P23258|TBG1_HUMAN	444	0.984	(0, 448)	448	0.993	451
