partition	protID	trimmedLength	trimmedPercent	span	spanLength	spanPercent	refProtLength
Homo_sapiens_259630-259966	sp|P56282|DPOE2_HUMAN	332	0.630	(12, 520)	508	0.964	527
Homo_sapiens_259967-260104	sp|Q9H0R3|TM222_HUMAN	124	0.596	(52, 188)	136	0.654	208
Homo_sapiens_260105-260503	sp|Q9UL16|CFA45_HUMAN	351	0.637	(31, 534)	503	0.913	551
Homo_sapiens_260642-260920	sp|Q3LXA3|TKFC_HUMAN	269	0.468	(46, 502)	456	0.793	575
Homo_sapiens_260921-261055	sp|Q9NZN8|CNOT2_HUMAN	127	0.235	(351, 522)	171	0.317	540
Homo_sapiens_261056-261324	sp|Q7L523|RRAGA_HUMAN	268	0.856	(7, 294)	287	0.917	313
Homo_sapiens_261325-261530	sp|P55081|MFAP1_HUMAN	206	0.469	(144, 437)	293	0.667	439
Homo_sapiens_261531-261758	sp|P36957|ODO2_HUMAN	226	0.499	(219, 449)	230	0.508	453
Homo_sapiens_261759-262248	sp|Q9BXC9|BBS2_HUMAN	483	0.670	(0, 713)	713	0.989	721
Homo_sapiens_262249-262412	sp|O43615|TIM44_HUMAN	161	0.356	(199, 445)	246	0.544	452
Homo_sapiens_262413-262556	sp|Q9UJ70|NAGK_HUMAN	140	0.407	(0, 318)	318	0.924	344
Homo_sapiens_262557-262759	sp|Q9BVC3|DCC1_HUMAN	175	0.445	(44, 389)	345	0.878	393
Homo_sapiens_262760-262853	sp|Q9BT17|MTG1_HUMAN	94	0.281	(29, 334)	305	0.913	334
Homo_sapiens_262854-263065	sp|Q8TDN6|BRX1_HUMAN	201	0.569	(54, 267)	213	0.603	353
Homo_sapiens_263066-263258	sp|O43462|MBTP2_HUMAN	173	0.333	(40, 472)	432	0.832	519
Homo_sapiens_263259-263494	sp|P25788|PSA3_HUMAN	235	0.922	(0, 246)	246	0.965	255
Homo_sapiens_263608-263814	sp|Q15024|EXOS7_HUMAN	207	0.711	(5, 250)	245	0.842	291
Homo_sapiens_263815-264173	sp|Q96D46|NMD3_HUMAN	351	0.698	(14, 460)	446	0.887	503
Homo_sapiens_264174-264390	sp|O14662|STX16_HUMAN	211	0.649	(74, 319)	245	0.754	325
Homo_sapiens_264391-264532	sp|Q6IBW4|CNDH2_HUMAN	137	0.226	(10, 568)	558	0.922	605
Homo_sapiens_264533-264806	sp|Q9BW27|NUP85_HUMAN	266	0.405	(71, 607)	536	0.817	656
Homo_sapiens_264807-264987	sp|Q9H694|BICC1_HUMAN	181	0.186	(126, 932)	806	0.828	974
Homo_sapiens_264988-265114	sp|O14681|EI24_HUMAN	125	0.368	(73, 276)	203	0.597	340
Homo_sapiens_265115-265300	sp|Q8WTW4|NPRL2_HUMAN	183	0.482	(22, 365)	343	0.903	380
Homo_sapiens_265301-265479	sp|Q9Y324|FCF1_HUMAN	170	0.859	(2, 198)	196	0.990	198
Homo_sapiens_265480-265928	sp|P14868|SYDC_HUMAN	442	0.882	(20, 501)	481	0.960	501
Homo_sapiens_265929-266052	sp|Q86U42|PABP2_HUMAN	120	0.392	(114, 255)	141	0.461	306
Homo_sapiens_266053-266150	sp|O60234|GMFG_HUMAN	98	0.690	(18, 140)	122	0.859	142
Homo_sapiens_266151-266502	sp|A5D8V7|CC151_HUMAN	257	0.432	(72, 554)	482	0.810	595
Homo_sapiens_266503-266700	sp|Q9NZQ3|SPN90_HUMAN	177	0.245	(315, 678)	363	0.503	722
Homo_sapiens_266701-266898	sp|O75792|RNH2A_HUMAN	179	0.599	(35, 256)	221	0.739	299
Homo_sapiens_266899-267043	sp|O15145|ARPC3_HUMAN	142	0.798	(1, 173)	172	0.966	178
Homo_sapiens_267044-267123	sp|Q6I9Y2|THOC7_HUMAN	80	0.392	(19, 184)	165	0.809	204
Homo_sapiens_267124-267512	sp|Q9NY93|DDX56_HUMAN	349	0.638	(12, 498)	486	0.888	547
Homo_sapiens_267513-267648	sp|Q9BUI4|RPC3_HUMAN	136	0.255	(16, 516)	500	0.936	534
Homo_sapiens_267649-267774	sp|Q6RFH5|WDR74_HUMAN	122	0.317	(10, 320)	310	0.805	385
Homo_sapiens_267775-267871	sp|Q9NVU0|RPC5_HUMAN	97	0.137	(114, 402)	288	0.407	708
Homo_sapiens_267872-268091	sp|Q13868|EXOS2_HUMAN	219	0.747	(24, 280)	256	0.874	293
Homo_sapiens_268092-268248	sp|Q9UGM6|SYWM_HUMAN	152	0.422	(38, 275)	237	0.658	360
Homo_sapiens_268249-268369	sp|Q9UM13|APC10_HUMAN	120	0.649	(22, 161)	139	0.751	185
Homo_sapiens_268370-268605	sp|P60900|PSA6_HUMAN	236	0.959	(3, 246)	243	0.988	246
Homo_sapiens_268606-268691	sp|Q9BX74|TM2D1_HUMAN	86	0.415	(79, 199)	120	0.580	207
Homo_sapiens_268692-268822	sp|P15927|RFA2_HUMAN	130	0.481	(46, 268)	222	0.822	270
Homo_sapiens_268823-269088	sp|P46777|RL5_HUMAN	263	0.886	(0, 288)	288	0.970	297
Homo_sapiens_269199-269486	sp|Q9BV10|ALG12_HUMAN	250	0.512	(16, 405)	389	0.797	488
Homo_sapiens_269487-269734	sp|Q8WTT2|NOC3L_HUMAN	248	0.310	(217, 694)	477	0.596	800
Homo_sapiens_269735-269912	sp|Q9UKZ1|CNO11_HUMAN	178	0.349	(100, 499)	399	0.782	510
Homo_sapiens_269913-270006	sp|Q9UBS9|SUCO_HUMAN	92	0.073	(308, 459)	151	0.120	1254
Homo_sapiens_270007-270212	sp|Q5F1R6|DJC21_HUMAN	206	0.388	(1, 238)	237	0.446	531
Homo_sapiens_270213-270454	sp|Q8NFA0|UBP32_HUMAN	242	0.151	(731, 1293)	562	0.350	1604
Homo_sapiens_270455-270647	sp|Q96PV6|LENG8_HUMAN	168	0.216	(512, 711)	199	0.255	779
Homo_sapiens_270648-270740	sp|P09001|RM03_HUMAN	77	0.221	(95, 263)	168	0.483	348
Homo_sapiens_270741-270850	sp|Q86TM6|SYVN1_HUMAN	110	0.178	(140, 283)	143	0.232	617
Homo_sapiens_270851-271021	sp|O95905|ECD_HUMAN	149	0.231	(73, 622)	549	0.852	644
Homo_sapiens_271022-271482	sp|P55884|EIF3B_HUMAN	449	0.552	(167, 802)	635	0.780	814
Homo_sapiens_271483-271684	sp|Q9Y5B0|CTDP1_HUMAN	184	0.191	(113, 715)	602	0.626	961
Homo_sapiens_271685-271876	sp|Q96GA3|LTV1_HUMAN	192	0.404	(3, 455)	452	0.952	475
Homo_sapiens_271877-272232	sp|P46087|NOP2_HUMAN	356	0.438	(220, 591)	371	0.457	812
Homo_sapiens_272233-272755	sp|Q9P2I0|CPSF2_HUMAN	518	0.662	(0, 782)	782	1.000	782
Homo_sapiens_272756-272953	sp|Q9UI12|VATH_HUMAN	193	0.400	(204, 469)	265	0.549	483
Homo_sapiens_272954-273305	sp|P54578|UBP14_HUMAN	351	0.711	(4, 486)	482	0.976	494
Homo_sapiens_273306-273435	sp|Q13526|PIN1_HUMAN	130	0.798	(9, 163)	154	0.945	163
Homo_sapiens_273436-273534	sp|Q9BYD1|RM13_HUMAN	82	0.461	(12, 168)	156	0.876	178
Homo_sapiens_273535-273654	sp|Q9UBQ5|EIF3K_HUMAN	120	0.550	(19, 215)	196	0.899	218
Homo_sapiens_273655-273994	sp|P39748|FEN1_HUMAN	337	0.887	(0, 346)	346	0.911	380
Homo_sapiens_273995-274086	sp|P62318|SMD3_HUMAN	92	0.730	(0, 106)	106	0.841	126
Homo_sapiens_274087-274243	sp|O60725|ICMT_HUMAN	151	0.532	(99, 280)	181	0.637	284
Homo_sapiens_274393-274553	sp|Q9UL25|RAB21_HUMAN	160	0.711	(19, 181)	162	0.720	225
Homo_sapiens_274554-274744	sp|P09661|RU2A_HUMAN	191	0.749	(1, 231)	230	0.902	255
Homo_sapiens_274745-275056	sp|Q9Y282|ERGI3_HUMAN	306	0.799	(5, 382)	377	0.984	383
Homo_sapiens_275057-275237	sp|Q9NPD3|EXOS4_HUMAN	181	0.739	(4, 224)	220	0.898	245
Homo_sapiens_275238-275477	sp|P61011|SRP54_HUMAN	240	0.476	(12, 276)	264	0.524	504
Homo_sapiens_275478-275652	sp|Q9NV31|IMP3_HUMAN	175	0.951	(0, 183)	183	0.995	184
Homo_sapiens_275653-275828	sp|Q9NZ32|ARP10_HUMAN	175	0.420	(10, 326)	316	0.758	417
Homo_sapiens_275829-275936	sp|Q9H1A7|RPB1C_HUMAN	101	0.878	(0, 104)	104	0.904	115
Homo_sapiens_275937-276120	sp|Q9BXY0|MAK16_HUMAN	184	0.613	(3, 196)	193	0.643	300
Homo_sapiens_276121-276202	sp|O95670|VATG2_HUMAN	72	0.610	(2, 113)	111	0.941	118
Homo_sapiens_276203-276435	sp|Q8WU90|ZC3HF_HUMAN	233	0.547	(17, 307)	290	0.681	426
Homo_sapiens_276436-276544	sp|Q92966|SNPC3_HUMAN	103	0.251	(207, 388)	181	0.440	411
Homo_sapiens_276545-276686	sp|Q96A72|MGN2_HUMAN	141	0.953	(5, 148)	143	0.966	148
Homo_sapiens_276687-276941	sp|Q7L5Y9|MAEA_HUMAN	241	0.609	(20, 396)	376	0.949	396
Homo_sapiens_276942-277144	sp|Q9Y314|NOSIP_HUMAN	199	0.661	(0, 301)	301	1.000	301
Homo_sapiens_277145-277292	sp|P54252|ATX3_HUMAN	146	0.401	(0, 178)	178	0.489	364
Homo_sapiens_277373-277568	sp|O60921|HUS1_HUMAN	187	0.668	(0, 278)	278	0.993	280
Homo_sapiens_277569-277710	sp|Q9GZZ1|NAA50_HUMAN	142	0.840	(5, 155)	150	0.888	169
Homo_sapiens_277711-277850	sp|Q9Y385|UB2J1_HUMAN	140	0.440	(2, 145)	143	0.450	318
Homo_sapiens_277851-277967	sp|Q8WV99|ZFN2B_HUMAN	117	0.455	(0, 136)	136	0.529	257
Homo_sapiens_277968-278172	sp|P49720|PSB3_HUMAN	205	1.000	(0, 205)	205	1.000	205
Homo_sapiens_278173-278492	sp|P37287|PIGA_HUMAN	317	0.655	(37, 398)	361	0.746	484
Homo_sapiens_278493-278624	sp|Q8TCT7|SPP2B_HUMAN	131	0.221	(240, 495)	255	0.431	592
Homo_sapiens_278625-278868	sp|Q12887|COX10_HUMAN	244	0.551	(155, 422)	267	0.603	443
Homo_sapiens_278869-279127	sp|Q92600|CNOT9_HUMAN	259	0.866	(16, 283)	267	0.893	299
Homo_sapiens_279535-279706	sp|Q96FX7|TRM61_HUMAN	171	0.592	(10, 285)	275	0.952	289
Homo_sapiens_279707-279885	sp|Q9UHD1|CHRD1_HUMAN	179	0.539	(3, 316)	313	0.943	332
Homo_sapiens_279886-280085	sp|P19404|NDUV2_HUMAN	200	0.803	(45, 249)	204	0.819	249
Homo_sapiens_280086-280469	sp|P61160|ARP2_HUMAN	384	0.975	(0, 392)	392	0.995	394
Homo_sapiens_280470-280573	sp|Q92759|TF2H4_HUMAN	104	0.225	(323, 455)	132	0.286	462
Homo_sapiens_280574-280738	sp|Q9UBP6|TRMB_HUMAN	162	0.587	(15, 246)	231	0.837	276
Homo_sapiens_280739-280918	sp|Q96RS0|TGS1_HUMAN	176	0.206	(646, 845)	199	0.233	853
Homo_sapiens_281010-281122	sp|Q96EU6|RRP36_HUMAN	101	0.390	(51, 254)	203	0.784	259
Homo_sapiens_281123-281270	sp|Q9NVM6|DJC17_HUMAN	142	0.467	(12, 238)	226	0.743	304
Homo_sapiens_281271-281551	sp|Q13895|BYST_HUMAN	267	0.611	(53, 421)	368	0.842	437
Homo_sapiens_281552-281751	sp|Q9BWS9|CHID1_HUMAN	180	0.458	(78, 393)	315	0.802	393
Homo_sapiens_282437-282689	sp|Q96AJ1|CLUA1_HUMAN	252	0.610	(2, 302)	300	0.726	413
Homo_sapiens_282890-283014	sp|Q6WBX8|RAD9B_HUMAN	112	0.263	(3, 273)	270	0.634	426
Homo_sapiens_283015-283171	sp|Q9NQZ2|SAS10_HUMAN	153	0.319	(128, 479)	351	0.733	479
Homo_sapiens_283172-283378	sp|Q9NRR6|INP5E_HUMAN	193	0.300	(297, 597)	300	0.466	644
Homo_sapiens_283379-283578	sp|Q7Z569|BRAP_HUMAN	193	0.326	(159, 546)	387	0.654	592
Homo_sapiens_283579-283752	sp|Q8NA72|POC5_HUMAN	132	0.230	(211, 370)	159	0.277	575
Homo_sapiens_283753-284147	sp|Q6ZRR7|LRRC9_HUMAN	387	0.266	(36, 1368)	1332	0.914	1457
Homo_sapiens_284148-284360	sp|P49848|TAF6_HUMAN	209	0.309	(16, 433)	417	0.616	677
Homo_sapiens_284361-284725	sp|Q8NEE6|FXL13_HUMAN	328	0.446	(161, 666)	505	0.687	735
Homo_sapiens_284726-284871	sp|Q9Y6R9|CCD61_HUMAN	132	0.258	(37, 276)	239	0.467	512
Homo_sapiens_284872-285063	sp|Q7L590|MCM10_HUMAN	185	0.211	(251, 867)	616	0.704	875
Homo_sapiens_285064-285276	sp|Q8IUR7|ARMC8_HUMAN	213	0.316	(45, 642)	597	0.887	673
Homo_sapiens_285277-285428	sp|Q8N9N7|LRC57_HUMAN	143	0.598	(12, 238)	226	0.946	239
Homo_sapiens_285429-285613	sp|Q9H1Y0|ATG5_HUMAN	182	0.662	(0, 267)	267	0.971	275
Homo_sapiens_285614-285791	sp|O14562|UBFD1_HUMAN	178	0.576	(86, 304)	218	0.706	309
Homo_sapiens_285792-285971	sp|Q9UJT1|TBD_HUMAN	170	0.375	(60, 433)	373	0.823	453
Homo_sapiens_285972-286057	sp|Q8N9N8|EIF1A_HUMAN	86	0.521	(0, 107)	107	0.648	165
Homo_sapiens_286147-286293	sp|Q15404|RSU1_HUMAN	147	0.531	(2, 200)	198	0.715	277
Homo_sapiens_286294-286497	sp|O43929|ORC4_HUMAN	198	0.454	(46, 428)	382	0.876	436
Homo_sapiens_286498-286660	sp|A0PK00|T120B_HUMAN	163	0.481	(100, 322)	222	0.655	339
Homo_sapiens_286661-286840	sp|Q7L592|NDUF7_HUMAN	176	0.399	(0, 402)	402	0.912	441
Homo_sapiens_286841-286924	sp|Q96L50|LLR1_HUMAN	80	0.193	(75, 402)	327	0.790	414
Homo_sapiens_286925-287080	sp|O60573|IF4E2_HUMAN	146	0.596	(52, 222)	170	0.694	245
Homo_sapiens_287081-287294	sp|Q9Y673|ALG5_HUMAN	210	0.648	(61, 315)	254	0.784	324
Homo_sapiens_287295-287516	sp|O95749|GGPPS_HUMAN	221	0.737	(11, 281)	270	0.900	300
Homo_sapiens_287517-287668	sp|P55061|BI1_HUMAN	152	0.641	(22, 230)	208	0.878	237
Homo_sapiens_287669-287781	sp|Q9HBM6|TAF9B_HUMAN	112	0.446	(12, 130)	118	0.470	251
Homo_sapiens_287782-287924	sp|Q9H5V9|CX056_HUMAN	139	0.626	(0, 218)	218	0.982	222
Homo_sapiens_287925-288022	sp|Q01658|NC2B_HUMAN	98	0.557	(7, 132)	125	0.710	176
Homo_sapiens_288190-288314	sp|P0DI82|TPC2B_HUMAN	125	0.893	(3, 138)	135	0.964	140
Homo_sapiens_288315-288466	sp|Q9Y3C6|PPIL1_HUMAN	151	0.910	(9, 162)	153	0.922	166
Homo_sapiens_288467-288589	sp|P42766|RL35_HUMAN	123	1.000	(0, 123)	123	1.000	123
Homo_sapiens_288590-288676	sp|Q9Y3E5|PTH2_HUMAN	87	0.486	(68, 179)	111	0.620	179
Homo_sapiens_288677-288826	sp|P41227|NAA10_HUMAN	150	0.638	(0, 152)	152	0.647	235
Homo_sapiens_288827-288910	sp|Q9Y4W2|LAS1L_HUMAN	71	0.097	(42, 188)	146	0.199	734
Homo_sapiens_288911-288995	sp|Q9NW68|BSDC1_HUMAN	81	0.188	(27, 429)	402	0.935	430
Homo_sapiens_288996-289171	sp|P28715|ERCC5_HUMAN	172	0.145	(0, 881)	881	0.743	1186
Homo_sapiens_289172-289509	sp|Q9BY44|EIF2A_HUMAN	329	0.562	(7, 583)	576	0.985	585
Homo_sapiens_289510-289682	sp|Q9H1Z4|WDR13_HUMAN	173	0.357	(185, 482)	297	0.612	485
Homo_sapiens_289683-289905	sp|Q9H490|PIGU_HUMAN	212	0.487	(31, 420)	389	0.894	435
Homo_sapiens_289906-289998	sp|Q8NE86|MCU_HUMAN	93	0.265	(0, 320)	320	0.912	351
Homo_sapiens_290087-290357	sp|Q69YN2|C19L1_HUMAN	271	0.504	(5, 536)	531	0.987	538
Homo_sapiens_290358-290678	sp|O94874|UFL1_HUMAN	302	0.380	(4, 708)	704	0.887	794
Homo_sapiens_290679-290781	sp|Q9BR61|ACBD6_HUMAN	84	0.298	(62, 236)	174	0.617	282
Homo_sapiens_290782-290947	sp|Q01831|XPC_HUMAN	166	0.177	(567, 862)	295	0.314	940
Homo_sapiens_290948-291099	sp|P57740|NU107_HUMAN	148	0.160	(376, 847)	471	0.509	925
Homo_sapiens_291100-291270	sp|Q92917|GPKOW_HUMAN	132	0.277	(128, 469)	341	0.716	476
Homo_sapiens_291271-291681	sp|Q13573|SNW1_HUMAN	408	0.761	(0, 509)	509	0.950	536
Homo_sapiens_291682-292224	sp|P41250|GARS_HUMAN	541	0.732	(66, 727)	661	0.894	739
Homo_sapiens_292225-292324	sp|O75808|CAN15_HUMAN	100	0.092	(580, 793)	213	0.196	1086
Homo_sapiens_292433-292610	sp|Q8WX92|NELFB_HUMAN	178	0.307	(24, 384)	360	0.621	580
Homo_sapiens_292611-292768	sp|Q9H7Z7|PGES2_HUMAN	157	0.416	(103, 365)	262	0.695	377
Homo_sapiens_292769-292975	sp|Q15427|SF3B4_HUMAN	206	0.486	(0, 216)	216	0.509	424
Homo_sapiens_292976-293313	sp|Q8TBC4|UBA3_HUMAN	338	0.730	(0, 448)	448	0.968	463
Homo_sapiens_293314-293411	sp|Q9Y388|RBMX2_HUMAN	98	0.304	(16, 118)	102	0.317	322
Homo_sapiens_293412-293825	sp|Q8IYR0|CF206_HUMAN	406	0.653	(4, 620)	616	0.990	622
Homo_sapiens_293826-293978	sp|Q13216|ERCC8_HUMAN	151	0.381	(48, 361)	313	0.790	396
Homo_sapiens_293979-294216	sp|O76071|CIAO1_HUMAN	232	0.684	(22, 332)	310	0.914	339
Homo_sapiens_294217-294345	sp|O95619|YETS4_HUMAN	129	0.568	(16, 155)	139	0.612	227
Homo_sapiens_294346-294508	sp|Q6R327|RICTR_HUMAN	163	0.095	(336, 896)	560	0.328	1708
Homo_sapiens_294509-294760	sp|P12956|XRCC6_HUMAN	230	0.378	(80, 534)	454	0.745	609
Homo_sapiens_294761-294870	sp|O15116|LSM1_HUMAN	110	0.827	(3, 121)	118	0.887	133
Homo_sapiens_294871-295005	sp|Q9Y3D8|KAD6_HUMAN	135	0.785	(4, 155)	151	0.878	172
Homo_sapiens_295006-295108	sp|Q96K19|RN170_HUMAN	103	0.399	(86, 253)	167	0.647	258
Homo_sapiens_295109-295212	sp|Q56P03|EAPP_HUMAN	102	0.358	(101, 283)	182	0.639	285
Homo_sapiens_295213-295374	sp|O00217|NDUS8_HUMAN	162	0.771	(46, 210)	164	0.781	210
Homo_sapiens_295375-295580	sp|Q9BVC4|LST8_HUMAN	205	0.629	(13, 322)	309	0.948	326
Homo_sapiens_295581-295734	sp|Q96AJ9|VTI1A_HUMAN	126	0.581	(7, 191)	184	0.848	217
Homo_sapiens_295735-295888	sp|Q8N6M0|OTU6B_HUMAN	152	0.519	(12, 281)	269	0.918	293
Homo_sapiens_295889-296207	sp|Q8NDH3|PEPL1_HUMAN	312	0.597	(74, 489)	415	0.793	523
Homo_sapiens_296208-296457	sp|O43681|ASNA_HUMAN	250	0.718	(23, 341)	318	0.914	348
Homo_sapiens_296458-296560	sp|P63272|SPT4H_HUMAN	102	0.872	(2, 112)	110	0.940	117
Homo_sapiens_296561-297058	sp|O95373|IPO7_HUMAN	491	0.473	(80, 912)	832	0.802	1038
Homo_sapiens_297059-297164	sp|P19338|NUCL_HUMAN	94	0.132	(398, 648)	250	0.352	710
Homo_sapiens_297165-297384	sp|Q8TEA1|NSUN6_HUMAN	218	0.465	(0, 465)	465	0.991	469
Homo_sapiens_297385-297537	sp|Q9NP79|VTA1_HUMAN	153	0.498	(9, 302)	293	0.954	307
Homo_sapiens_297538-297664	sp|P07741|APT_HUMAN	122	0.678	(15, 179)	164	0.911	180
Homo_sapiens_297665-297880	sp|Q9UGB7|MIOX_HUMAN	210	0.737	(42, 285)	243	0.853	285
Homo_sapiens_297881-298022	sp|Q6TCH7|PAQR3_HUMAN	142	0.457	(29, 279)	250	0.804	311
Homo_sapiens_298023-298166	sp|Q08623|HDHD1_HUMAN	143	0.627	(8, 227)	219	0.961	228
Homo_sapiens_298167-298311	sp|O75934|SPF27_HUMAN	145	0.644	(10, 206)	196	0.871	225
Homo_sapiens_298312-298744	sp|O95352|ATG7_HUMAN	417	0.593	(13, 684)	671	0.954	703
Homo_sapiens_298745-299159	sp|P62495|ERF1_HUMAN	411	0.941	(7, 420)	413	0.945	437
Homo_sapiens_299319-299583	sp|Q13601|KRR1_HUMAN	258	0.677	(40, 326)	286	0.751	381
Homo_sapiens_299584-299763	sp|P28070|PSB4_HUMAN	177	0.670	(44, 257)	213	0.807	264
Homo_sapiens_299764-299878	sp|P43308|SSRB_HUMAN	114	0.623	(18, 175)	157	0.858	183
Homo_sapiens_300115-300278	sp|P62487|RPB7_HUMAN	164	0.953	(5, 172)	167	0.971	172
Homo_sapiens_300279-300442	sp|Q96EK9|KTI12_HUMAN	152	0.429	(0, 333)	333	0.941	354
Homo_sapiens_300443-300677	sp|P56537|IF6_HUMAN	235	0.959	(0, 244)	244	0.996	245
Homo_sapiens_300678-301055	sp|Q8WWY3|PRP31_HUMAN	365	0.731	(0, 488)	488	0.978	499
Homo_sapiens_301056-301298	sp|Q8NI36|WDR36_HUMAN	228	0.239	(68, 797)	729	0.763	955
Homo_sapiens_301299-301437	sp|Q9P2S5|WRP73_HUMAN	139	0.302	(34, 241)	207	0.450	460
Homo_sapiens_301618-301772	sp|Q96IV0|NGLY1_HUMAN	155	0.237	(234, 471)	237	0.362	654
Homo_sapiens_301773-302018	sp|Q9BTE3|MCMBP_HUMAN	246	0.383	(63, 601)	538	0.838	642
Homo_sapiens_302019-302106	sp|Q9Y399|RT02_HUMAN	88	0.297	(77, 246)	169	0.571	296
Homo_sapiens_302107-302338	sp|Q14CX7|NAA25_HUMAN	232	0.239	(11, 972)	961	0.989	972
Homo_sapiens_302339-302445	sp|Q15061|WDR43_HUMAN	95	0.140	(464, 579)	115	0.170	677
Homo_sapiens_302446-302760	sp|Q8WVB6|CTF18_HUMAN	310	0.318	(282, 975)	693	0.711	975
Homo_sapiens_302761-303093	sp|Q12931|TRAP1_HUMAN	328	0.466	(87, 551)	464	0.659	704
Homo_sapiens_303396-303541	sp|O43292|GPAA1_HUMAN	140	0.225	(0, 382)	382	0.615	621
Homo_sapiens_303542-303858	sp|O75419|CDC45_HUMAN	300	0.530	(18, 559)	541	0.956	566
Homo_sapiens_303859-303965	sp|Q99640|PMYT1_HUMAN	107	0.214	(155, 313)	158	0.317	499
Homo_sapiens_303966-304193	sp|O43709|BUD23_HUMAN	221	0.786	(6, 278)	272	0.968	281
Homo_sapiens_304194-304330	sp|O15258|RER1_HUMAN	133	0.679	(28, 187)	159	0.811	196
Homo_sapiens_304331-304522	sp|Q8NBU5|ATAD1_HUMAN	192	0.532	(86, 312)	226	0.626	361
Homo_sapiens_304523-304659	sp|Q9BTY7|HGH1_HUMAN	135	0.346	(24, 350)	326	0.836	390
Homo_sapiens_304660-304823	sp|O75396|SC22B_HUMAN	164	0.763	(0, 191)	191	0.888	215
Homo_sapiens_304824-304939	sp|Q9Y584|TIM22_HUMAN	114	0.588	(58, 194)	136	0.701	194
Homo_sapiens_304940-305098	sp|Q9HAB8|PPCS_HUMAN	147	0.473	(37, 263)	226	0.727	311
Homo_sapiens_305099-305449	sp|P43034|LIS1_HUMAN	350	0.854	(0, 406)	406	0.990	410
Homo_sapiens_305450-305653	sp|Q15428|SF3A2_HUMAN	204	0.440	(0, 214)	214	0.461	464
Homo_sapiens_305654-305888	sp|Q15645|PCH2_HUMAN	235	0.544	(121, 396)	275	0.637	432
Homo_sapiens_305889-306133	sp|Q96JB5|CK5P3_HUMAN	232	0.458	(5, 506)	501	0.990	506
Homo_sapiens_306134-306238	sp|Q9NY61|AATF_HUMAN	104	0.186	(391, 549)	158	0.282	560
Homo_sapiens_306239-306438	sp|Q13190|STX5_HUMAN	200	0.563	(57, 338)	281	0.792	355
Homo_sapiens_306439-306568	sp|Q9BRU9|UTP23_HUMAN	127	0.510	(0, 211)	211	0.847	249
Homo_sapiens_306569-306705	sp|Q7L2H7|EIF3M_HUMAN	137	0.366	(103, 361)	258	0.690	374
Homo_sapiens_306706-306849	sp|P07992|ERCC1_HUMAN	144	0.485	(103, 294)	191	0.643	297
Homo_sapiens_306850-306954	sp|P52815|RM12_HUMAN	92	0.465	(66, 198)	132	0.667	198
Homo_sapiens_306955-307094	sp|Q9NYZ1|TV23B_HUMAN	123	0.600	(31, 175)	144	0.702	205
Homo_sapiens_307095-307278	sp|Q96FW1|OTUB1_HUMAN	184	0.679	(26, 271)	245	0.904	271
Homo_sapiens_307279-307457	sp|P40429|RL13A_HUMAN	177	0.872	(5, 182)	177	0.872	203
Homo_sapiens_307458-307599	sp|O14653|GOSR2_HUMAN	138	0.651	(40, 207)	167	0.788	212
Homo_sapiens_307600-307875	sp|P51665|PSMD7_HUMAN	276	0.852	(7, 288)	281	0.867	324
Homo_sapiens_307876-308007	sp|P68036|UB2L3_HUMAN	132	0.857	(0, 151)	151	0.981	154
Homo_sapiens_308008-308161	sp|O75937|DNJC8_HUMAN	145	0.573	(22, 251)	229	0.905	253
Homo_sapiens_308162-308281	sp|P50914|RL14_HUMAN	118	0.549	(4, 132)	128	0.595	215
Homo_sapiens_308282-308526	sp|P53609|PGTB1_HUMAN	243	0.645	(24, 351)	327	0.867	377
Homo_sapiens_308664-308766	sp|Q6FI81|CPIN1_HUMAN	99	0.317	(161, 306)	145	0.465	312
Homo_sapiens_308925-309153	sp|A5PLN9|TPC13_HUMAN	219	0.525	(9, 417)	408	0.978	417
Homo_sapiens_309154-309357	sp|O15372|EIF3H_HUMAN	204	0.580	(62, 349)	287	0.815	352
Homo_sapiens_309358-309481	sp|O60869|EDF1_HUMAN	124	0.838	(0, 142)	142	0.959	148
Homo_sapiens_309482-309566	sp|O75575|RPC9_HUMAN	85	0.574	(0, 120)	120	0.811	148
Homo_sapiens_309567-309718	sp|Q99437|VATO_HUMAN	136	0.663	(33, 196)	163	0.795	205
Homo_sapiens_309719-309874	sp|O43617|TPPC3_HUMAN	156	0.867	(13, 180)	167	0.928	180
Homo_sapiens_309875-309984	sp|P23610|F8I2_HUMAN	95	0.256	(39, 278)	239	0.644	371
Homo_sapiens_309985-310188	sp|Q9H6Y2|WDR55_HUMAN	172	0.449	(44, 323)	279	0.728	383
Homo_sapiens_310189-310363	sp|O95219|SNX4_HUMAN	175	0.389	(102, 429)	327	0.727	450
Homo_sapiens_310364-310484	sp|O95400|CD2B2_HUMAN	118	0.346	(45, 341)	296	0.868	341
Homo_sapiens_310485-310591	sp|Q8WUN7|UBTD2_HUMAN	107	0.457	(33, 222)	189	0.808	234
Homo_sapiens_310737-310899	sp|Q15006|EMC2_HUMAN	163	0.549	(14, 239)	225	0.758	297
Homo_sapiens_310900-311133	sp|P14324|FPPS_HUMAN	218	0.520	(116, 419)	303	0.723	419
Homo_sapiens_311134-311249	sp|Q92968|PEX13_HUMAN	115	0.285	(115, 330)	215	0.533	403
Homo_sapiens_311250-311384	sp|Q96EB1|ELP4_HUMAN	135	0.318	(50, 396)	346	0.816	424
